date,bases,open_access_bases,bytes,open_access_bytes
"01/16/2012",241819334432533,180771586907064,238963022268666,205222199409337
"01/17/2012",243070782126994,181742625754305,239802480773707,205931335897531
"01/18/2012",243443119250026,182114962877337,240050073458975,206178928582799
"01/19/2012",244002555678646,182674399305957,240441328608922,206570183732746
"01/20/2012",244336554080130,183008397707441,240650750124728,206779605248552
"01/21/2012",244439574389731,183111418017042,240718505582395,206847360706219
"01/22/2012",244541623066347,183213466693658,240791998815126,206920853938950
"01/23/2012",245427132740126,184098976367437,241318171446127,207447026569951
"01/24/2012",245650884029485,184322727656796,241464752023006,207593607146830
"01/25/2012",246153813764439,184820068143814,241764658881639,207890823491575
"01/26/2012",246224787556154,184891041935529,241813225083031,207939389692967
"01/27/2012",246948272082955,185614526462330,242317803301315,208443967911251
"01/28/2012",247020957642631,185687212022006,242369371045492,208495535655428
"01/29/2012",247058472117677,185724726497052,242386971504472,208513136114408
"01/30/2012",247348215004791,186014469384166,242586609936150,208712774546086
"01/31/2012",248167922238415,186834176617790,243203523652937,209329688262873
"02/01/2012",249066301388100,187732555767475,243778683817716,209904848427652
"02/02/2012",249404945165050,188071199544425,244034476809774,210160641419710
"02/03/2012",250213309133577,188762532432352,244550084450915,210628081758992
"02/04/2012",250234995453022,188767082203701,244561978688486,210633083624619
"02/05/2012",250953138762530,189184448205581,244953772235514,210910836726994
"02/06/2012",251254442532433,189485751975484,245156625937009,211113690428489
"02/07/2012",251688357233622,189846513497929,245452722849657,211372663381844
"02/08/2012",252676802305939,190562418407278,246071907081571,211853765570486
"02/09/2012",253184336551612,191069952652951,246465338940386,212247197429301
"02/10/2012",254034857149328,191770902343667,246988885364403,212706177630947
"02/11/2012",254409057757372,192028652060611,247222258664396,212890894166452
"02/12/2012",254412313713177,192031908016416,247230157174928,212898792676984
"02/13/2012",254645003321570,192264597624809,247480957904610,213149593406666
"02/14/2012",255249285237782,192868879541021,247911920409516,213580555911572
"02/15/2012",256031480247308,193651074550547,248430010034389,214098645536445
"02/16/2012",256388621765430,194008216068669,248665095778280,214333731280336
"02/17/2012",256612863560829,194202301584060,248804332605106,214458781432720
"02/18/2012",256657977604029,194247415627260,248833226291088,214487675118702
"02/19/2012",258097062893249,194247530279321,249477504536602,214487943186180
"02/20/2012",259533057887195,194351293115611,250150936567802,214557020220253
"02/21/2012",260120040594224,194652027311056,250470289525127,214756735328660
"02/22/2012",260306028952143,194838015668975,250591173015964,214877618819497
"02/23/2012",260643068854573,195175055571405,250814807396250,215101253199783
"02/24/2012",260777017247701,195309003964533,250909272308560,215195718112093
"02/25/2012",260794168904661,195326155621493,250923815587712,215210261391245
"02/26/2012",260796145572981,195328132289813,250924799032860,215211244836393
"02/27/2012",261156858977447,195620640980991,251192807168633,215446933085154
"02/28/2012",263690938327022,196126854331590,252577915363298,215804642460936
"02/29/2012",265890298858070,197113867057262,253909539007688,216522457253066
"03/01/2012",266915905394559,197789763195087,254539243654867,216960510915201
"03/02/2012",268326740972620,198483116599988,255376999701054,217425794655866
"03/03/2012",269049611288934,199205986916302,255848747651259,217897542606071
"03/04/2012",272134046774581,200147479444733,257502267084382,218454389320521
"03/05/2012",273990871858492,200437378925196,258491247786909,218644381063692
"03/06/2012",274647339283610,200548933171618,258853505549761,218733875177965
"03/07/2012",275748995865876,200853920761492,259431514442972,218908680972712
"03/08/2012",275792967833291,200897892728907,259460774350775,218937940880515
"03/09/2012",276418692420990,201523617316606,259875216730862,219352383260602
"03/10/2012",276709847936870,201814772832486,260037254557996,219514421087736
"03/11/2012",278294717062050,201930269898190,260800806686934,219585632318520
"03/12/2012",284437890402340,202373384230801,263784747835973,219868738802153
"03/13/2012",285476615807999,202546853402856,264310090365288,219990515932874
"03/14/2012",285743468448592,202675613352431,264463993856144,220077867587329
"03/15/2012",286100405230720,203032550134559,264679225514648,220293099245833
"03/16/2012",286417183452143,203349328355982,264883126340963,220497000072148
"03/17/2012",286530787437343,203349328355982,264929563790174,220497000072148
"03/19/2012",286733813900335,203552354818974,265066430341778,220633866623752
"03/20/2012",289166700909655,204127795027458,266421800266840,221000422666709
"03/21/2012",290628930187844,204669901194343,267159194677940,221419270533827
"03/22/2012",291107572468379,205107250462974,267499820390702,221736343890415
"03/23/2012",292426566294104,206426244288699,268412234601865,222648758101578
"03/24/2012",298387298465563,206435363169292,271521219013041,222659309465907
"03/25/2012",298390475022522,206438539726251,271523574003333,222661664456199
"03/26/2012",298484252359099,206532317062828,271585633310687,222723723763553
"03/27/2012",299547958170572,206962943472467,272104642735277,223011885514098
"03/28/2012",301265027675016,207422398295411,272915306076063,223332275685125
"03/29/2012",301664270401388,207758418387111,273116243691466,223503941929340
"03/30/2012",301709790475188,207803938460911,273147655499257,223535353737131
"03/31/2012",301715808630544,207809956616267,273151848283403,223539546521277
"04/01/2012",301770557424271,207864705409994,273189197929392,223576896167266
"04/02/2012",302490270284839,208414645890762,273829491680591,224151977089506
"04/03/2012",303144235821783,208986870889606,274261406662691,224551946339429
"04/04/2012",311086167698233,209162765825092,277775584678407,224666669792553
"04/05/2012",318653255309432,209432887463551,281011191091166,224867664706998
"04/06/2012",321648914351554,209710048757977,282444118632888,225058297057330
"04/07/2012",321649793121226,209710927527649,282446223748326,225060402172768
"04/08/2012",321754640327642,209815774734065,282510387007720,225124565432162
"04/09/2012",332063853383806,210361080456807,287746456736099,225461340629696
"04/10/2012",340135540496552,210907052489496,291929777035933,225800933875054
"04/11/2012",342678984853731,212318049690385,293413180751181,226692319943668
"04/12/2012",346777204634951,212565633583525,295451311468961,226856374600927
"04/13/2012",353890466490700,213821478400493,299272065679149,227651311313471
"04/14/2012",360724220131931,216093118798623,303121383252296,229034505859279
"04/15/2012",375674912921024,229738045572668,312533009600668,237755586333047
"04/16/2012",377983133115999,230690838153805,313766055594245,238445133227626
"04/17/2012",378802409934315,230921420485221,314096971287813,238599746046088
"04/18/2012",388132597205257,231372036317088,318009423059805,238904684707397
"04/19/2012",390646327864827,231485358079938,319235519672646,238987899812254
"04/20/2012",391395264281920,232013066847231,319687118115548,239368573101082
"04/21/2012",391951826082171,232569628647482,320049276484169,239730731469703
"04/22/2012",392897057921271,233514860486582,320650472823789,240331927809323
"04/23/2012",394265586729864,234616301448475,321488603853154,241055612756668
"04/24/2012",395481487282336,234826159996264,322041237624104,241200738418884
"04/25/2012",396771244871856,235193789407736,322776338763391,241409780143995
"04/26/2012",397218695348201,235641239884081,323064165490413,241697606871017
"04/27/2012",403061077573355,241483622109235,326853818182935,245487259563539
"04/28/2012",403121875944696,241544420480576,326894049974021,245527491354625
"04/29/2012",403124790637966,241547335173846,326899864831538,245533306212142
"04/30/2012",403532125665679,241954670201559,327158770183715,245792211564319
"05/01/2012",404040587186254,242463131722134,327478175518226,246111616898830
"05/02/2012",404292739383167,242619134860759,327634811225035,246214841146418
"05/03/2012",404901677942634,243063774739911,328024191768266,246525812086215
"05/04/2012",405289457357714,243451554154991,328312509553863,246814129871812
"05/05/2012",405299704763698,243461801560975,328320590131211,246822210449160
"05/06/2012",405448108562096,243610205359373,328423976551042,246925596868991
"05/07/2012",405977211576115,244139308373392,328771910848355,247273531166304
"05/08/2012",406276134688467,244438231485744,328982260432385,247483880750334
"05/09/2012",407070459471130,244664931304803,329437227915738,247625225024499
"05/10/2012",408229417221087,244979507960803,330003399339244,247831628109035
"05/11/2012",409123876093375,245635730463091,330592112998628,248317143392049
"05/12/2012",409271291024577,245656560153793,330676084653313,248331587894633
"05/13/2012",409277394964144,245662664093360,330681806348781,248337309590101
"05/14/2012",409741788913163,246127058042379,330963949122431,248619452363751
"05/15/2012",410941425132236,247280553964988,331826228792904,249459527348878
"05/16/2012",411127252891067,247328698235149,331967654769295,249493560512337
"05/17/2012",413408921934101,249537405619903,333347581343394,250816543620215
"05/18/2012",418639386750953,254564475472088,336566035457250,253940654987349
"05/19/2012",418648926788411,254574015509546,336572593679836,253947213209935
"05/20/2012",418831629956353,254581946462328,336664954527600,253952609381912
"05/21/2012",419203964665210,254910548805147,336884800228726,254151916472906
"05/22/2012",421040393840048,256347644482528,337942298875236,255020952325713
"05/23/2012",421360573094003,256438566733333,338111346083190,255081361051355
"05/24/2012",421434462641032,256512456280362,338166282980982,255136297949147
"05/25/2012",424250560990116,256950598181076,339837908483100,255450182900596
"05/26/2012",430005884444075,257030693658355,343160702408064,255507985235745
"05/27/2012",430071932572988,257096741787268,343194600850390,255541883678071
"05/28/2012",430292753801294,257135997702624,343305577057672,255566215305274
"05/29/2012",435182408858593,257227564506908,346578320053209,255651959968191
"05/30/2012",440122206176692,260580203511298,349984086699643,257925432235734
"05/31/2012",442349407630724,262667562481760,351484340106869,259334851893016
"06/01/2012",443073501402833,263121353752667,351905396622279,259631744226039
"06/02/2012",465220638328301,263124228045698,361659505281998,259634894149145
"06/03/2012",465872876623232,263272652057979,362134247863911,259732045268703
"06/04/2012",467433982112418,263775774731093,363173724821441,260069834892555
"06/05/2012",468137888594974,263978201753349,363694449643810,260218193918265
"06/06/2012",469572055169661,264385966578446,364722398801630,260501353529008
"06/07/2012",470252815273302,264548094824077,365201480891423,260596604528356
"06/08/2012",471845106491412,264866774311335,366338094583855,260796999528499
"06/09/2012",472156842336214,264928594219447,366569695513654,260838603266410
"06/10/2012",472184007849659,264955759732892,366586290442231,260855198194987
"06/11/2012",474135867538863,265310518281428,367501945623656,261073951839034
"06/12/2012",477293869904792,266589011936373,369482327834165,262082824521364
"06/13/2012",478012536429760,266663833621141,369860992659321,262131291907624
"06/14/2012",478291039556916,266761993350364,369994313554985,262188096604806
"06/15/2012",479913506327151,267082568104069,371108136504879,262402030937551
"06/16/2012",480179750368107,267084700718985,371301710370594,262404395693889
"06/17/2012",483137023489806,267297453380184,373482541128872,262563101521179
"06/18/2012",483791576911200,267702171993558,373940355645549,262824059770839
"06/19/2012",489035040889936,267871577090584,377224485516797,262936126344477
"06/20/2012",491807287607372,267987126233070,379273472252329,263099974076059
"06/21/2012",494421114522209,268341641640657,381240834044483,263364395496642
"06/22/2012",497075374676793,268369438124991,383240700066152,263386683205871
"06/23/2012",501094476761972,268595383313690,386255660204052,263530915722954
"06/24/2012",504536849485632,268655133106110,388829138928335,263569547882841
"06/25/2012",509210789798186,269047284101474,392377191233914,263902371155306
"06/26/2012",511998111334069,269250052142687,394428926157419,264044629845648
"06/27/2012",521007722646564,269456363479782,401321051423926,264247562740953
"06/28/2012",523723388970417,269553967993965,403207920563538,264304931240301
"06/29/2012",530819902783925,269617586052483,408644722881104,264366493277561
"06/30/2012",536019321978170,269885689161088,412616804290142,264594582748869
"07/01/2012",538472014523954,270250597340092,414406107801096,264802575615865
"07/02/2012",539576353562230,270499440656728,415276080638864,265017467591166
"07/03/2012",540781017161925,271032606448191,416156559470931,265422428264639
"07/04/2012",546583362965712,271290148673958,420611935453630,265585618132524
"07/05/2012",550308534254303,271354681092479,423522505013676,265659237579710
"07/06/2012",555503772946273,271759788592469,427610150177711,266048009340856
"07/07/2012",559662386919823,271816046688189,430815680119873,266093111393898
"07/08/2012",563785836256731,271851102070907,433977419006104,266125328402340
"07/09/2012",568393193157228,272578964974144,437401123580170,266586747830424
"07/10/2012",569568594384206,272600660591772,438289078999321,266605709818853
"07/11/2012",571259075419746,274211230798112,439354627458897,267631050246408
"07/12/2012",571543323841866,274495479220232,439534749633449,267811172420960
"07/13/2012",571931500948767,274883656327133,439782655263234,268059078050745
"07/14/2012",579742218742497,274937454337733,445769230793318,268098793929539
"07/15/2012",581163622471507,274947708530303,446860011240582,268106682080454
"07/16/2012",582536158058147,275232625328953,447873384503282,268288388133807
"07/17/2012",583691151542181,275848925131657,448673087296427,268678592551221
"07/18/2012",585470080354973,275911860924519,450028536910334,268721670119896
"07/19/2012",586828890560460,275970693370786,451075928279581,268771410206719
"07/20/2012",593454528949025,276406474379981,456101944346656,269052771910855
"07/21/2012",598622767584025,276406474379981,460054802202885,269052771910855
"07/22/2012",603664253095764,277658491252015,463783149210035,269883865255768
"07/23/2012",604528802740871,278036551999770,464278923682528,270115377387593
"07/24/2012",606274849518828,278114188370707,465673774836917,270164508712403
"07/25/2012",614467730868913,278135777993452,472107239211228,270180233305749
"07/26/2012",619189580419024,279342015883599,475611011312475,270994012622286
"07/27/2012",623451513978306,279456042776827,478848697315444,271076270963134
"07/28/2012",630553397880900,279470567463001,484271329513999,271086484602550
"07/29/2012",632260046328760,279477038899321,485628969920252,271090653565455
"07/30/2012",633849731357771,279530146517572,486885306737105,271128370003029
"07/31/2012",635327125655625,280004827981222,487891171685878,271435071078154
"08/01/2012",639761131306573,280336868708880,491425520549499,271773736262294
"08/02/2012",642833723571911,280383858546865,493872273716717,271851889440319
"08/03/2012",651842057790154,283949414119359,500009527643692,274105663653636
"08/04/2012",659941739202294,290013874089434,505346686337781,277866894480911
"08/05/2012",663193898482602,290013908875592,507843139242172,277866977827521
"08/06/2012",667214968196968,290581838683268,510493963573409,278220522067156
"08/07/2012",672789865184741,292816265376112,514582787718265,279642495814752
"08/08/2012",674176924532281,292912106020919,515661913475447,279705180035406
"08/09/2012",676113715532515,293616369519178,517049064811064,280124057237355
"08/10/2012",677058010248226,294108839855694,517691137506279,280408102685377
"08/11/2012",677458341518288,294114716628116,518000932087906,280415067850232
"08/12/2012",678558400775752,294114792574790,518869924195653,280415230963520
"08/13/2012",684616163706640,296541738285320,522788084486320,282407707793138
"08/14/2012",685914573551188,297444265833087,523493151076433,282857387917087
"08/15/2012",694496022737650,297760305268857,529863907753423,283050808329685
"08/16/2012",697692059095067,297769181046296,532208347095373,283060306247029
"08/17/2012",703977635103491,299623268124545,536724336495178,284197434210151
"08/18/2012",709411199625488,299741891886777,540806652278492,284273209197553
"08/19/2012",712561041414824,299741893967293,543196685619383,284273210655250
"08/20/2012",718885132173638,301157795227585,547825798479845,285243948370404
"08/21/2012",719605597153402,301616349983039,548371391850643,285599735451019
"08/22/2012",721747092235865,302103928415764,549926477037032,285905412225828
"08/23/2012",723677051173745,302455412063084,551368136487795,286135927253313
"08/24/2012",724037468210997,302556118373186,551627366287514,286202383831867
"08/25/2012",724037679194146,302556329356335,551627831665799,286202849210152
"08/26/2012",724041396595904,302560046758093,551630197444618,286205214988971
"08/27/2012",724315794729623,302743121712872,551824470736342,286329361743324
"08/28/2012",730617389138327,309044716121576,555588020552816,290092911559798
"08/29/2012",730723820641747,309058061233381,555675319896562,290105048767975
"08/30/2012",732010606089612,309453893004794,556587085133028,290374130961676
"08/31/2012",733328607091232,310083923592618,557339667954566,290752222716533
"09/01/2012",735103246070728,311849711148210,558523380219136,291931391961457
"09/02/2012",735964287865657,312038811894507,558936262852190,292057468997169
"09/03/2012",738381574211173,312627936813113,560702628440581,292426212797359
"09/04/2012",744706869630259,314252411804416,564291071756125,293559686745027
"09/05/2012",749530513035093,316367113943345,567070923357040,294928777612687
"09/06/2012",753942530576672,317320470530539,569426473876203,295584818152807
"09/07/2012",764374441199502,317649740451054,574513701164962,295782111170586
"09/08/2012",768664796875062,317675865018553,576679336399936,295799782147017
"09/09/2012",773854493610849,317676127052473,579783901337132,295799917206615
"09/10/2012",776699196629676,319363412054588,581838938387026,296977039927483
"09/11/2012",777965998771021,320063165371283,582725167746302,297421566780485
"09/12/2012",779254872894678,320405011627786,583625214808069,297642490963424
"09/13/2012",780216510232212,320969459693120,584272864516660,298131017047957
"09/14/2012",780967921216663,321360922351605,584739548951298,298356073518242
"09/15/2012",781314105066298,321378923650932,584992180912069,298367118583954
"09/16/2012",783165701274640,322090820474534,586355143036596,298852470717069
"09/17/2012",784476416707358,322533566143892,587230989938711,299089392628721
"09/18/2012",785724275915955,323746764399721,588032928203633,299874917948964
"09/19/2012",786210271513164,324061935606030,588367180059280,300094883177406
"09/20/2012",787698301707347,325549965800213,589451511412046,301179214530172
"09/21/2012",788513334263384,326364998356250,589995459422952,301723162541078
"09/23/2012",788561979532405,326413643625271,590028485795295,301756188913421
"09/24/2012",788585646704543,326437310797409,590045910992201,301773614110327
"09/25/2012",789531279052498,327382943145364,590652158146761,302379861264887
"09/26/2012",790902453033500,328754117126366,591579568029902,303307271148028
"09/27/2012",792712942796583,330025392215549,592789859062782,304107523405679
"09/28/2012",794302918274511,330563974672485,593917559191801,304450769695040
"09/29/2012",795340107292831,331601163690805,594632109638894,305165320142133
"09/30/2012",796455616934050,331668446391284,595468582008280,305209828274049
"10/01/2012",796776024886851,331988854344085,595682187318546,305423433584315
"10/02/2012",797276621839978,332489451297212,596028934282948,305770180548717
"10/03/2012",797872346628516,333085176085750,596418425340276,306159671606045
"10/04/2012",797896847144790,333109676602024,596431418799603,306172665065372
"10/05/2012",801949203792322,333750207170396,599335090212819,306510917771662
"10/06/2012",804130803781454,334196686823558,600876122634960,306747065849604
"10/07/2012",809349493935596,334521658858760,604774545821678,306917141426408
"10/08/2012",809855262924486,335027427847650,605048421598886,307191017203616
"10/09/2012",810406042972788,335567638613188,605343993951367,307479672231965
"10/10/2012",811122137443686,336283733084086,605755860441413,307891538722011
"10/11/2012",813612642381995,337631269091865,607385768209118,308666856700520
"10/12/2012",816251430489325,339344915566279,608985852013733,309576945091446
"10/13/2012",817743007065887,340266230440501,609888217298764,310054373426752
"10/14/2012",818737199770239,341260423144853,610409264343143,310575420471131
"10/15/2012",818902583683942,341425807058556,610503976999627,310670133127615
"10/16/2012",820070043169177,342593266543791,611226071056837,311392227184825
"10/17/2012",820805003128281,343318835337935,611635552081909,311796533834663
"10/18/2012",821519685519202,344032980478344,612128718651345,312289344468181
"10/19/2012",822629682201733,344573160870063,612833896377499,312678966241653
"10/20/2012",822786670964021,344730149632351,612939437792816,312784507656970
"10/21/2012",822959654015695,344903132684025,613039540158282,312884610022436
"10/22/2012",826993713412261,347228538139393,615106318591345,314006573434681
"10/23/2012",829241251154503,347905942836735,616198246421700,314406948899853
"10/24/2012",830512784368982,348428427170738,616971354648490,314766259365375
"10/25/2012",830663193342185,348578836143941,617075320286089,314870225002974
"10/26/2012",833667236861200,348989230931306,618438932045399,315158156625854
"10/27/2012",833995105523220,349126658185706,618597243394667,315235226277247
"10/28/2012",834131362081272,349262914743758,618688352709360,315326335591940
"10/29/2012",834608450232902,349740002895388,619004347609294,315642330491874
"10/30/2012",835444578939658,350576131602144,619456539002428,316094521885008
"10/31/2012",839560026166414,354691578828900,622026690631751,318664673514331
"11/01/2012",839618877695733,354750430358219,622067817224378,318705800106958
"11/02/2012",839976440192417,354774552757403,622212599045014,318719837527562
"11/03/2012",840121946542598,354920059107584,622310071169634,318817309652182
"11/04/2012",842685377837637,354961914209823,624252241412356,318841516246744
"11/05/2012",843635035395575,355098702192831,624962924610071,318924587847542
"11/06/2012",847308769960107,355602450102803,627592530410239,319263161391044
"11/07/2012",854873355918085,357861278966481,633080824713542,320814808507035
"11/08/2012",856801701921696,358225318917248,634285351602440,321092898430014
"11/09/2012",858646713972404,358546499824560,635438307337556,321263600462304
"11/10/2012",859179103865351,358554090272127,635842363536742,321274156040152
"11/11/2012",859474314432211,358591833882527,636065136615928,321305101825120
"11/12/2012",860970098781366,359074652023862,637116667226439,321583558225904
"11/13/2012",863074827831809,359788970544035,638307864087529,322000385849981
"11/14/2012",864514189907857,360045715695783,639326004723900,322168688161109
"11/15/2012",871584568476311,360241392722937,644419444915097,322310581193025
"11/16/2012",881056587568225,360838959807567,651194779631471,322713914877873
"11/17/2012",885566134656690,361387396486702,654169184102081,323013047219371
"11/18/2012",887755547202728,361406396911430,655689379393844,323045541016594
"11/19/2012",893622367870036,361788189349928,660054909704710,323247644712148
"11/20/2012",897913678181532,361893369317434,663321634317202,323317548501013
"11/21/2012",899028092756064,362064651642188,664096914404316,323420086016460
"11/22/2012",900068609998482,362436927693557,664589097175837,323668918736033
"11/23/2012",900563666086050,362705585794777,664877167268965,323860087641232
"11/24/2012",901546280085180,362936902695327,665630015357334,324047941986986
"11/25/2012",901547571194259,362938193804406,665631588138927,324049514768579
"11/26/2012",902681918111539,364072540721686,666384928642359,324802855272011
"11/27/2012",903273932770532,364363706994054,666698047455409,324996491929991
"11/28/2012",905487896227071,364442717046659,668170828765890,325049094255101
"11/29/2012",907553712223650,364760897442132,669326332212644,325263414160458
"11/30/2012",917143377515053,365937529832867,676330545227847,326019433424171
"12/01/2012",917351443603059,366075620491793,676468755050793,326125368079447
"12/02/2012",917695816534965,366419993423699,676605425648965,326262038677619
"12/03/2012",918800053307758,367116677442902,677278382370635,326723943864034
"12/04/2012",919719988033208,368036612168352,677789820909319,327235382402718
"12/05/2012",922215949279482,370532573414626,679175277724196,328620839217595
"12/06/2012",925492096502310,373808720637454,681071974174729,330517535668128
"12/07/2012",927043994078859,375360618214003,681934414990407,331379976483806
"12/08/2012",929472000471309,377788624606453,683176130398703,332621691892102
"12/09/2012",932372770658528,380398371740162,684752010188867,333982056348121
"12/10/2012",935115521446436,382818242906040,686297512419445,335283587891343
"12/11/2012",936708026634132,384410748093736,687270195896737,336256271368635
"12/12/2012",937879743301691,385545997319079,688004753386884,336973590898238
"12/13/2012",940414651707167,387955150480457,689826083437947,338729378527438
"12/14/2012",942254129280869,389164901025675,691020551432676,339602324251705
"12/15/2012",942391915749885,389302687494691,691123332494064,339705105313093
"12/16/2012",942706364563306,389309053024142,691359087324445,339713516580265
"12/17/2012",943568711040086,389717556638730,691859790168686,339976980589365
"12/18/2012",943900289346283,389732817961285,692037209345220,339987467973810
"12/19/2012",944830099844122,390073408122648,692513080292321,340155928316403
"12/20/2012",946082481057572,391214163498122,693204436369408,340800767654535
"12/21/2012",948087053619965,393218736060515,694461603956540,342057935241667
"12/22/2012",949147922144882,393519478632440,694991398482628,342241135953021
"12/23/2012",949384055428443,393755611916001,695134911576166,342384649046559
"12/24/2012",949608641399254,393974374646366,695285308666418,342531234373307
"12/25/2012",949760714963299,394126448210411,695392037749355,342637963456244
"12/26/2012",950369135254434,394624687849400,695768962279923,342942133848621
"12/27/2012",951656601147307,394652284265513,696366011822273,342961558596330
"12/28/2012",957545136877925,395338975246183,700122778310724,343337056864449
"12/29/2012",959116417174579,395655976753367,701193743309637,343483553726750
"12/30/2012",959396265788060,395656141162608,701405716390500,343484129600348
"12/31/2012",961639427162713,396951557605861,702617288636245,344259751463926
"01/01/2013",963225982994296,397152680067644,703356079890470,344382655409963
"01/02/2013",964949902866324,398876599939672,704516418021026,345542993540519
"01/03/2013",969855998448377,403474743196325,707170742882567,348061419906716
"01/04/2013",972427591870276,405198358315324,708524816579114,349029641976404
"01/05/2013",972441709321654,405212475766702,708533221688709,349038047085999
"01/06/2013",972839499626635,405610266071683,708793655508262,349298480905552
"01/07/2013",973197201064051,405866226192155,708993752984130,349450006732876
"01/08/2013",973573897675743,406221424456119,709250436794505,349692971372001
"01/09/2013",974730748773402,406595619563648,710092706911243,349945268171778
"01/10/2013",978195681178949,409947665699195,712111482665279,351891018043409
"01/11/2013",980716662788516,411857831910114,714114311122689,353453474169951
"01/12/2013",985188297050446,411859457669744,716216130771577,353454361661755
"01/13/2013",985760320350982,411936738162680,716498549972669,353505700310822
"01/14/2013",986271275319534,412416938327636,716835316789475,353827672158237
"01/15/2013",987054274378034,413150629171336,717371928407608,354341690365709
"01/16/2013",988955309167268,414121491511364,718455517730658,354906868969960
"01/17/2013",989059207025419,414205728089195,718520209257294,354960641354890
"01/18/2013",989811602957184,414939814661560,719003215983160,355436257699887
"01/19/2013",989875586943230,415003798647606,719047256039152,355480297755879
"01/20/2013",989914670744212,415042882448588,719070411197473,355503452914200
"01/21/2013",990072708203072,415200919907448,719170967710632,355604009427359
"01/22/2013",991029796480036,416158008184412,719831228088670,356264269805397
"01/23/2013",994077211185996,419205422890372,721342250700412,357775292417139
"01/24/2013",996499334516925,420758616037003,722706557919594,358668381766428
"01/25/2013",997128664579006,421107542027365,723069597165429,358870387014215
"01/26/2013",997694969631505,421673847079864,723413779819452,359214569668238
"01/27/2013",997918718874770,421897596323129,723563469061031,359364258909817
"01/28/2013",998180179363344,422159056811703,723744243361868,359545033210654
"01/29/2013",998810301126507,422789178574866,724187258165880,359988048014666
"01/30/2013",1000201259956581,423046870269829,724867520345256,360148284473201
"01/31/2013",1000545001524798,423280500029814,725096891651831,360320380637617
"02/01/2013",1005499976226737,424415301079725,727576246541012,361029340791495
"02/02/2013",1006844291424233,424426619177093,728303824872925,361038745180404
"02/03/2013",1009816017470961,424460060901090,729920769275349,361065831000234
"02/04/2013",1011566163803160,424746008803088,730871474950742,361241946848049
"02/05/2013",1013699932655789,425198885830659,731989531213021,361461748392326
"02/06/2013",1015650574810945,425668058460882,733084866068247,361771941996265
"02/07/2013",1019087231710117,425901319477248,735133775093788,361954921105350
"02/08/2013",1020302090664221,425974505000609,735793931056929,362005149746500
"02/09/2013",1022244652875957,426475774843466,736959447202115,362338044945129
"02/10/2013",1026283275583423,427063588597376,739726021608995,362697355525560
"02/11/2013",1027311685569306,427234433064531,740298101574195,362815936439556
"02/12/2013",1031307349194546,427382965212095,742492503456964,362945364563326
"02/13/2013",1035341237212898,428192665349697,744800234628487,363483536691972
"02/14/2013",1038388953128821,428941786586670,746538093870646,363989790894901
"02/15/2013",1055054648185069,444636663044342,757036894473572,374008428608132
"02/16/2013",1057031180332390,444990898253670,758074332642735,374245976488699
"02/17/2013",1058392074573651,445022165295906,758755126143217,374271085532891
"02/18/2013",1062856854280827,447827916187394,761470084412875,376173209075230
"02/19/2013",1063879847326884,447976853405532,762129694695113,376277127521550
"02/20/2013",1064169382863044,448266388941692,762331510682503,376478943508940
"02/21/2013",1064977663316210,449074669394858,762893343766321,377040776592758
"02/22/2013",1071182879568416,450162650941063,766308279690087,377776394211754
"02/23/2013",1071223245886801,450203017259448,766336518976150,377804633497817
"02/24/2013",1071448585558123,450428356930770,766483295992614,377951410514281
"02/25/2013",1071876876073679,450856647446326,766744748189231,378212862710898
"02/26/2013",1072270417453594,451250188826241,766964322870341,378432437392008
"02/27/2013",1073339342216081,452319113588728,767684768294133,379152882815800
"02/28/2013",1074088359687989,452877322925516,768166397706453,379539963329893
"03/01/2013",1077027858044563,455253672794380,770116473514252,381130970546764
"03/02/2013",1077187041201319,455412855951136,770209611283408,381224108315920
"03/03/2013",1077188076079732,455413890829549,770211897768043,381226394800555
"03/04/2013",1077351614084293,455577428834110,770319383747813,381333880780325
"03/05/2013",1077879286977088,456105101726905,770657199810440,381671696842952
"03/06/2013",1078606934321072,456660159595129,771133969300445,382055697334514
"03/07/2013",1078987582699842,457040807973899,771380977255974,382302705290043
"03/08/2013",1081377188758292,457801786693262,772609013852779,382808798978445
"03/09/2013",1081715145693511,458117374088453,772831666737048,383022185385963
"03/10/2013",1081879319709087,458281548104029,772920404169866,383110922818781
"03/11/2013",1082305053708743,458707282103685,773215592071173,383406110720088
"03/12/2013",1082919711000927,459321939395869,773674023573518,383864542222433
"03/13/2013",1083694101820410,460096330215352,774248004152581,384438522801496
"03/14/2013",1085442958260345,460912193612743,775202704870436,384930434571699
"03/15/2013",1089682615572334,461096228010532,777411396313344,385058338570280
"03/16/2013",1090899784777512,461367489338582,778068061678734,385240830622553
"03/17/2013",1095575902680233,461433755604688,780244247080810,385291461734045
"03/18/2013",1097254775166054,462477219604789,781237030497379,385981702343875
"03/19/2013",1098974438639459,464196883078194,782286444517367,387031116363863
"03/20/2013",1099451774050239,464674218488974,782548483287833,387293155134329
"03/21/2013",1101278693620756,466501138059491,783610267333361,388354939179857
"03/22/2013",1107057859098883,471502048734316,786761084604058,391155808799350
"03/23/2013",1111638755884466,476082945519899,789571628418932,393966352614224
"03/24/2013",1113498260768388,477942450403821,790632546802796,395027270998088
"03/25/2013",1113913811754970,478358001390403,790879079559534,395273803754826
"03/26/2013",1115503586358767,479947775994200,791922349455272,396317073650564
